uid,title,synopsis,genre,aired,episodes,members,popularity,ranked,score,img_url,link
5081,Bakemonogatari,"Koyomi Araragi, a third-year high school student, manages to survive a vampire attack with the help of Meme Oshino, a strange man residing in an abandoned building. Though being saved from vampirism and now a human again, several side effects such as superhuman healing abilities and enhanced vision still remain. Regardless, Araragi tries to live the life of a normal student, with the help of his friend and the class president, Tsubasa Hanekawa. 
 
When fellow classmate Hitagi Senjougahara falls down the stairs and is caught by Araragi, the boy realizes that the girl is unnaturally weightless. Despite Senjougahara's protests, Araragi insists he help her, deciding to enlist the aid of Oshino, the very man who had once helped him with his own predicament. 
 
Through several tales involving demons and gods,  Bakemonogatari  follows Araragi as he attempts to help those who suffer from supernatural maladies. 
 
[Written by MAL Rewrite]","['Romance', 'Supernatural', 'Mystery', 'Vampire']","Jul 3, 2009 to Jun 25, 2010",15.0,834574,51,189.0,8.35,https://cdn.myanimelist.net/images/anime/11/75274.jpg,https://myanimelist.net/anime/5081/Bakemonogatari
10087,Fate/Zero,"With the promise of granting any wish, the omnipotent Holy Grail triggered three wars in the past, each too cruel and fierce to leave a victor. In spite of that, the wealthy Einzbern family is confident that the Fourth Holy Grail War will be different; namely, with a vessel of the Holy Grail now in their grasp. Solely for this reason, the much hated ""Magus Killer"" Kiritsugu Emiya is hired by the Einzberns, with marriage to their only daughter Irisviel as binding contract. 
 
Kiritsugu now stands at the center of a cutthroat game of survival, facing off against six other participants, each armed with an ancient familiar, and fueled by unique desires and ideals. Accompanied by his own familiar, Saber, the notorious mercenary soon finds his greatest opponent in Kirei Kotomine, a priest who seeks salvation from the emptiness within himself in pursuit of Kiritsugu. 
 
Based on the light novel written by Gen Urobuchi,  Fate/Zero  depicts the events of the Fourth Holy Grail War—10 years prior to  Fate/stay night . Witness a battle royale in which no one is guaranteed to survive. 
 
[Written by MAL Rewrite]","['Action', 'Supernatural', 'Magic', 'Fantasy']","Oct 2, 2011 to Dec 25, 2011",13.0,845166,50,150.0,8.4,https://cdn.myanimelist.net/images/anime/2/73249.jpg,https://myanimelist.net/anime/10087/Fate_Zero
13601,Psycho-Pass,"Justice, and the enforcement of it, has changed. In the 22nd century, Japan enforces the Sibyl System, an objective means of determining the threat level of each citizen by examining their mental state for signs of criminal intent, known as their Psycho-Pass. Inspectors uphold the law by subjugating, often with lethal force, anyone harboring the slightest ill-will; alongside them are Enforcers, jaded Inspectors that have become latent criminals, granted relative freedom in exchange for carrying out the Inspectors' dirty work. 
 
Into this world steps Akane Tsunemori, a young woman with an honest desire to uphold justice. However, as she works alongside veteran Enforcer Shinya Kougami, she soon learns that the Sibyl System's judgments are not as perfect as her fellow Inspectors assume. With everything she has known turned on its head, Akane wrestles with the question of what justice truly is, and whether it can be upheld through the use of a system that may already be corrupt. 
 
[Written by MAL Rewrite]","['Action', 'Police', 'Psychological', 'Sci-Fi']","Oct 12, 2012 to Mar 22, 2013",22.0,955173,33,147.0,8.41,https://cdn.myanimelist.net/images/anime/5/43399.jpg,https://myanimelist.net/anime/13601/Psycho-Pass
25777,Shingeki no Kyojin Season 2,"For centuries, humanity has been hunted by giant, mysterious predators known as the Titans. Three mighty walls—Wall Maria, Rose, and Sheena—provided peace and protection for humanity for over a hundred years. That peace, however, was shattered when the Colossus Titan and Armored Titan appeared and destroyed the outermost wall, Wall Maria. Forced to retreat behind Wall Rose, humanity waited with bated breath for the Titans to reappear and destroy their safe haven once more. 
 
In  Shingeki no Kyojin Season 2 , Eren Yeager and others of the 104th Training Corps have just begun to become full members of the Survey Corps. As they ready themselves to face the Titans once again, their preparations are interrupted by the invasion of Wall Rose—but all is not as it seems as more mysteries are unraveled. As the Survey Corps races to save the wall, they uncover more about the invading Titans and the dark secrets of their own members. 
 
[Written by MAL Rewrite]","['Action', 'Drama', 'Fantasy', 'Military', 'Mystery', 'Shounen', 'Super Power']","Apr 1, 2017 to Jun 17, 2017",12.0,979627,31,141.0,8.42,https://cdn.myanimelist.net/images/anime/4/84177.jpg,https://myanimelist.net/anime/25777/Shingeki_no_Kyojin_Season_2
9756,Mahou Shoujo Madoka★Magica,"Madoka Kaname and Sayaka Miki are regular middle school girls with regular lives, but all that changes when they encounter Kyuubey, a cat-like magical familiar, and Homura Akemi, the new transfer student. 
 
Kyuubey offers them a proposition: he will grant any one of their wishes and in exchange, they will each become a magical girl, gaining enough power to fulfill their dreams. However, Homura Akemi, a magical girl herself, urges them not to accept the offer, stating that everything is not what it seems. 
 
A story of hope, despair, and friendship,  Mahou Shoujo Madoka★Magica  deals with the difficulties of being a magical girl and the price one has to pay to make a dream come true. 
 
[Written by MAL Rewrite] ","['Psychological', 'Drama', 'Magic', 'Thriller']","Jan 7, 2011 to Apr 22, 2011",12.0,781975,58,139.0,8.42,https://cdn.myanimelist.net/images/anime/11/55225.jpg,https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka%E2%98%85Magica
2251,Baccano!,"During the early 1930s in Chicago, the transcontinental train, Flying Pussyfoot, is starting its legendary journey that will leave a trail of blood all over the country. At the same time in New York, the ambitious scientist Szilard and his unwilling aide Ennis are looking for missing bottles of the immortality elixir. In addition, a war between the mafia groups is getting worse. On board the Advena Avis, in 1711, alchemists are about to learn the price of immortality. 
 
Based on the award-winning light novels of the same name,  Baccano!  follows several events that initially seem unrelated, both in time and place, but are part of a much bigger story—one of alchemy, survival, and immortality. Merging these events together are the kindhearted would-be thieves, Isaac and Miria, connecting various people, all of them with their own hidden ambitions and agendas, and creating lifelong bonds and consequences for everyone involved. 
 
[Written by MAL Rewrite] ","['Action', 'Comedy', 'Historical', 'Mystery', 'Supernatural']","Jul 27, 2007 to Nov 2, 2007",13.0,582483,96,124.0,8.44,https://cdn.myanimelist.net/images/anime/3/14547.jpg,https://myanimelist.net/anime/2251/Baccano
28171,Shokugeki no Souma,"Ever since he was a child, fifteen-year-old Souma Yukihira has helped his father by working as the sous chef in the restaurant his father runs and owns. Throughout the years, Souma developed a passion for entertaining his customers with his creative, skilled, and daring culinary creations. His dream is to someday own his family's restaurant as its head chef. 
 
Yet when his father suddenly decides to close the restaurant to test his cooking abilities in restaurants around the world, he sends Souma to Tootsuki Culinary Academy, an elite cooking school where only 10 percent of the students graduate. The institution is famous for its ""Shokugeki"" or ""food wars,"" where students face off in intense, high-stakes cooking showdowns. 
 
As Souma and his new schoolmates struggle to survive the extreme lifestyle of Tootsuki, more and greater challenges await him, putting his years of learning under his father to the test. 
 
[Written by MAL Rewrite]","['Ecchi', 'School', 'Shounen']","Apr 4, 2015 to Sep 26, 2015",24.0,840130,52,118.0,8.46,https://cdn.myanimelist.net/images/anime/3/72943.jpg,https://myanimelist.net/anime/28171/Shokugeki_no_Souma
16498,Shingeki no Kyojin,"Centuries ago, mankind was slaughtered to near extinction by monstrous humanoid creatures called titans, forcing humans to hide in fear behind enormous concentric walls. What makes these giants truly terrifying is that their taste for human flesh is not born out of hunger but what appears to be out of pleasure. To ensure their survival, the remnants of humanity began living within defensive barriers, resulting in one hundred years without a single titan encounter. However, that fragile calm is soon shattered when a colossal titan manages to breach the supposedly impregnable outer wall, reigniting the fight for survival against the man-eating abominations. 
 
After witnessing a horrific personal loss at the hands of the invading creatures, Eren Yeager dedicates his life to their eradication by enlisting into the Survey Corps, an elite military unit that combats the merciless humanoids outside the protection of the walls. Based on Hajime Isayama's award-winning manga,  Shingeki no Kyojin  follows Eren, along with his adopted sister Mikasa Ackerman and his childhood friend Armin Arlert, as they join the brutal war against the titans and race to discover a way of defeating them before the last walls are breached. 
 
[Written by MAL Rewrite]","['Action', 'Military', 'Mystery', 'Super Power', 'Drama', 'Fantasy', 'Shounen']","Apr 7, 2013 to Sep 29, 2013",25.0,1754979,2,111.0,8.47,https://cdn.myanimelist.net/images/anime/10/47347.jpg,https://myanimelist.net/anime/16498/Shingeki_no_Kyojin
22535,Kiseijuu: Sei no Kakuritsu,"All of a sudden, they arrived: parasitic aliens that descended upon Earth and quickly infiltrated humanity by burrowing into the brains of vulnerable targets. These insatiable beings acquire full control of their host and are able to morph into a variety of forms in order to feed on unsuspecting prey. 
  
Sixteen-year-old high school student Shinichi Izumi falls victim to one of these parasites, but it fails to take over his brain, ending up in his right hand instead. Unable to relocate, the parasite, now named Migi, has no choice but to rely on Shinichi in order to stay alive. Thus, the pair is forced into an uneasy coexistence and must defend themselves from hostile parasites that hope to eradicate this new threat to their species. 
 
[Written by MAL Rewrite]","['Action', 'Sci-Fi', 'Horror', 'Psychological', 'Drama', 'Seinen']","Oct 9, 2014 to Mar 26, 2015",24.0,897482,44,110.0,8.47,https://cdn.myanimelist.net/images/anime/3/73178.jpg,https://myanimelist.net/anime/22535/Kiseijuu__Sei_no_Kakuritsu
35760,Shingeki no Kyojin Season 3,"Still threatened by the ""Titans"" that rob them of their freedom, mankind remains caged inside the two remaining walls. Efforts to eradicate these monsters continue; however, threats arise not only from the Titans beyond the walls, but from the humans within them as well. 
 
After being rescued from the Colossal and Armored Titans, Eren Yaeger devotes himself to improving his Titan form. Krista Lenz struggles to accept the loss of her friend, Captain Levi chooses Eren and his friends to form his new personal squad, and Commander Erwin Smith recovers from his injuries. All seems well for the soldiers, until the government suddenly demands custody of Eren and Krista. The Survey Corps' recent successes have drawn attention, and a familiar face from Levi's past is sent to collect the wanted soldiers. Sought after by the government, Levi and his new squad must evade their adversaries in hopes of keeping Eren and Krista safe. 
 
In  Shingeki no Kyojin Season 3 , Eren and his fellow soldiers are not only fighting for their survival against the terrifying Titans, but also against the terror of a far more conniving foe: humans. 
 
[Written by MAL Rewrite]","['Action', 'Drama', 'Fantasy', 'Military', 'Mystery', 'Shounen', 'Super Power']","Jul 23, 2018 to Oct 15, 2018",12.0,608172,93,102.0,8.49,https://cdn.myanimelist.net/images/anime/1173/92110.jpg,https://myanimelist.net/anime/35760/Shingeki_no_Kyojin_Season_3
31043,Boku dake ga Inai Machi,"When tragedy is about to strike, Satoru Fujinuma finds himself sent back several minutes before the accident occurs. The detached, 29-year-old manga artist has taken advantage of this powerful yet mysterious phenomenon, which he calls ""Revival,"" to save many lives. 
  
However, when he is wrongfully accused of murdering someone close to him, Satoru is sent back to the past once again, but this time to 1988, 18 years in the past. Soon, he realizes that the murder may be connected to the abduction and killing of one of his classmates, the solitary and mysterious Kayo Hinazuki, that took place when he was a child. This is his chance to make things right. 
  
 Boku dake ga Inai Machi  follows Satoru in his mission to uncover what truly transpired 18 years ago and prevent the death of his classmate while protecting those he cares about in the present. 
 
[Written by MAL Rewrite]","['Mystery', 'Psychological', 'Supernatural', 'Seinen']","Jan 8, 2016 to Mar 25, 2016",12.0,954354,36,100.0,8.49,https://cdn.myanimelist.net/images/anime/10/77957.jpg,https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi
205,Samurai Champloo,"Fuu Kasumi is a young and clumsy waitress who spends her days peacefully working in a small teahouse. That is, until she accidentally spills a drink all over one of her customers! With a group of samurai now incessantly harassing her, Fuu desperately calls upon another samurai in the shop, Mugen, who quickly defeats them with his wild fighting technique, utilizing movements reminiscent to that of breakdancing. Unfortunately, Mugen decides to pick a fight with the unwilling ronin Jin, who wields a more precise and traditional style of swordfighting, and the latter proves to be a formidable opponent. The only problem is, they end up destroying the entire shop as well as accidentally killing the local magistrate's son. 
 
For their crime, the two samurai are captured and set to be executed. However, they are rescued by Fuu, who hires the duo as her bodyguards. Though she no longer has a place to return to, the former waitress wishes to find a certain samurai who smells of sunflowers and enlists the help of the now exonerated pair to do so. Despite initially disapproving of this idea, the two eventually agree to assist the girl in her quest; thus, the trio embark upon an adventure to find this mysterious warrior—that is, if Fuu can keep Mugen and Jin from killing each other. 
 
Set in an alternate Edo Period of Japan,  Samurai Champloo  follows the journey of these three eccentric individuals in an epic quest full of action, comedy, and dynamic sword fighting, all set to the beat of a unique hip-hop infused soundtrack. 
 
[Written by MAL Rewrite]","['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen']","May 20, 2004 to Mar 19, 2005",26.0,692588,70,99.0,8.5,https://cdn.myanimelist.net/images/anime/11/29134.jpg,https://myanimelist.net/anime/205/Samurai_Champloo
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Jinta Yadomi is peacefully living as a recluse, spending his days away from school and playing video games at home instead. One hot summer day, his childhood friend, Meiko ""Menma"" Honma, appears and pesters him to grant a forgotten wish. He pays her no mind, which annoys her, but he doesn't really care. After all, Menma already died years ago. 
 
At first, Jinta thinks that he is merely hallucinating due to the summer heat, but he is later on convinced that what he sees truly is the ghost of Menma. Jinta and his group of childhood friends grew apart after her untimely death, but they are drawn together once more as they try to lay Menma's spirit to rest. Re-living their pain and guilt, will they be able to find the strength to help not only Menma move on—but themselves as well? 
 
[Written by MAL Rewrite]","['Slice of Life', 'Supernatural', 'Drama']","Apr 15, 2011 to Jun 24, 2011",11.0,849794,48,94.0,8.5,https://cdn.myanimelist.net/images/anime/5/79697.jpg,https://myanimelist.net/anime/9989/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai
32182,Mob Psycho 100,"Eighth-grader Shigeo ""Mob"" Kageyama has tapped into his inner wellspring of psychic prowess at a young age. But the power quickly proves to be a liability when he realizes the potential danger in his skills. Choosing to suppress his power, Mob's only present use for his ability is to impress his longtime crush, Tsubomi, who soon grows bored of the same tricks. 
 
In order to effectuate control on his skills, Mob enlists himself under the wing of Arataka Reigen, a con artist claiming to be a psychic, who exploits Mob's powers for pocket change. Now, exorcising evil spirits on command has become a part of Mob's daily, monotonous life. However, the psychic energy he exerts is barely the tip of the iceberg; if his vast potential and unrestrained emotions run berserk, a cataclysmic event that would render him completely unrecognizable will be triggered. The progression toward Mob's explosion is rising and attempting to stop it is futile. 
 
[Written by MAL Rewrite]","['Action', 'Slice of Life', 'Comedy', 'Supernatural']","Jul 11, 2016 to Sep 27, 2016",12.0,804491,56,91.0,8.51,https://cdn.myanimelist.net/images/anime/8/80356.jpg,https://myanimelist.net/anime/32182/Mob_Psycho_100
21,One Piece,"Gol D. Roger was known as the ""Pirate King,"" the strongest and most infamous being to have sailed the Grand Line. The capture and execution of Roger by the World Government brought a change throughout the world. His last words before his death revealed the existence of the greatest treasure in the world, One Piece. It was this revelation that brought about the Grand Age of Pirates, men who dreamed of finding One Piece—which promises an unlimited amount of riches and fame—and quite possibly the pinnacle of glory and the title of the Pirate King. 
 
Enter Monkey D. Luffy, a 17-year-old boy who defies your standard definition of a pirate. Rather than the popular persona of a wicked, hardened, toothless pirate ransacking villages for fun, Luffy’s reason for being a pirate is one of pure wonder: the thought of an exciting adventure that leads him to intriguing people and ultimately, the promised treasure. Following in the footsteps of his childhood hero, Luffy and his crew travel across the Grand Line, experiencing crazy adventures, unveiling dark mysteries and battling strong enemies, all in order to reach the most coveted of all fortunes—One Piece. 
 
[Written by MAL Rewrite] ","['Action', 'Adventure', 'Comedy', 'Super Power', 'Drama', 'Fantasy', 'Shounen']","Oct 20, 1999 to ?",,948342,35,86.0,8.53,https://cdn.myanimelist.net/images/anime/6/73245.jpg,https://myanimelist.net/anime/21/One_Piece
36456,Boku no Hero Academia 3rd Season,"As summer arrives for the students at UA Academy, each of these superheroes-in-training puts in their best efforts to become renowned heroes. They head off to a forest training camp run by UA's pro heroes, where the students face one another in battle and go through dangerous tests, improving their abilities and pushing past their limits. However, their school trip is suddenly turned upside down when the League of Villains arrives, invading the camp with a mission to capture one of the students.  
 
 Boku no Hero Academia 3rd Season  follows Izuku ""Deku"" Midoriya, an ambitious student training to achieve his dream of becoming a hero similar to his role model—All Might. Being one of the students caught up amidst the chaos of the villain attack, Deku must take a stand with his classmates and fight for their survival. 
 
[Written by MAL Rewrite]","['Action', 'Comedy', 'School', 'Shounen', 'Super Power']","Apr 7, 2018 to Sep 29, 2018",25.0,781026,60,76.0,8.56,https://cdn.myanimelist.net/images/anime/1319/92084.jpg,https://myanimelist.net/anime/36456/Boku_no_Hero_Academia_3rd_Season
33486,Boku no Hero Academia 2nd Season,"At UA Academy, not even a violent attack can disrupt their most prestigious event: the school sports festival. Renowned across Japan, this festival is an opportunity for aspiring heroes to showcase their abilities, both to the public and potential recruiters. 
 
However, the path to glory is never easy, especially for Izuku Midoriya—whose quirk possesses great raw power but is also cripplingly inefficient. Pitted against his talented classmates, such as the fire and ice wielding Shouto Todoroki, Izuku must utilize his sharp wits and master his surroundings to achieve victory and prove to the world his worth. 
 
[Written by MAL Rewrite]","['Action', 'Comedy', 'Super Power', 'School', 'Shounen']","Apr 1, 2017 to Sep 30, 2017",25.0,1023413,22,67.0,8.6,https://cdn.myanimelist.net/images/anime/12/85221.jpg,https://myanimelist.net/anime/33486/Boku_no_Hero_Academia_2nd_Season
33352,Violet Evergarden,"The Great War finally came to an end after four long years of conflict; fractured in two, the continent of Telesis slowly began to flourish once again. Caught up in the bloodshed was Violet Evergarden, a young girl raised for the sole purpose of decimating enemy lines. Hospitalized and maimed in a bloody skirmish during the War's final leg, she was left with only words from the person she held dearest, but with no understanding of their meaning. 
 
Recovering from her wounds, Violet starts a new life working at CH Postal Services after a falling out with her new intended guardian family. There, she witnesses by pure chance the work of an ""Auto Memory Doll,"" amanuenses that transcribe people's thoughts and feelings into words on paper. Moved by the notion, Violet begins work as an Auto Memory Doll, a trade that will take her on an adventure, one that will reshape the lives of her clients and hopefully lead to self-discovery. 
 
[Written by MAL Rewrite]","['Slice of Life', 'Drama', 'Fantasy']","Jan 11, 2018 to Apr 5, 2018",13.0,635262,87,61.0,8.62,https://cdn.myanimelist.net/images/anime/1795/95088.jpg,https://myanimelist.net/anime/33352/Violet_Evergarden
27899,Tokyo Ghoul √A,"Ken Kaneki has finally come to accept the monstrous, flesh-craving part of himself that he has feared and despised for so long. After escaping captivity and torture, Kaneki joins Aogiri Tree—the very militant ghoul organization that had abducted him, leading his friends to question his true motive and loyalty. 
 
As tension between the government and the ghouls continues to rise, the Commission of Counter Ghoul, the government's specialized anti-ghoul agency, has intensified their efforts to completely purge Tokyo of ghouls. This threatens the transient peace of Kaneki's friends and former comrades—the ghouls at the Anteiku coffee shop. Aware of the dangerous situation, Kaneki faces several battles that puts his precious fleeting humanity on the line. 
 
[Written by MAL Rewrite]","['Action', 'Mystery', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Seinen']","Jan 9, 2015 to Mar 27, 2015",12.0,900769,43,2641.0,7.28,https://cdn.myanimelist.net/images/anime/13/71777.jpg,https://myanimelist.net/anime/27899/Tokyo_Ghoul_%E2%88%9AA
20583,Haikyuu!!,"Inspired after watching a volleyball ace nicknamed ""Little Giant"" in action, small-statured Shouyou Hinata revives the volleyball club at his middle school. The newly-formed team even makes it to a tournament; however, their first match turns out to be their last when they are brutally squashed by the ""King of the Court,"" Tobio Kageyama. Hinata vows to surpass Kageyama, and so after graduating from middle school, he joins Karasuno High School's volleyball team—only to find that his sworn rival, Kageyama, is now his teammate. 
 
Thanks to his short height, Hinata struggles to find his role on the team, even with his superior jumping power. Surprisingly, Kageyama has his own problems that only Hinata can help with, and learning to work together appears to be the only way for the team to be successful. Based on Haruichi Furudate's popular shounen manga of the same name,  Haikyuu!!  is an exhilarating and emotional sports comedy following two determined athletes as they attempt to patch a heated rivalry in order to make their high school volleyball team the best in Japan. 
 
[Written by MAL Rewrite]","['Comedy', 'Sports', 'Drama', 'School', 'Shounen']","Apr 6, 2014 to Sep 21, 2014",25.0,684654,75,56.0,8.62,https://cdn.myanimelist.net/images/anime/7/76014.jpg,https://myanimelist.net/anime/20583/Haikyuu
11741,Fate/Zero 2nd Season,"As the Fourth Holy Grail War rages on with no clear victor in sight, the remaining Servants and their Masters are called upon by Church supervisor Risei Kotomine, in order to band together and confront an impending threat that could unravel the Grail War and bring about the destruction of Fuyuki City. The uneasy truce soon collapses as Masters demonstrate that they will do anything in their power, no matter how despicable, to win. 
 
Seeds of doubt are sown between Kiritsugu Emiya and Saber, his Servant, as their conflicting ideologies on heroism and chivalry clash. Meanwhile, an ominous bond forms between Kirei Kotomine, who still seeks to find his purpose in life, and one of the remaining Servants. As the countdown to the end of the war reaches zero, the cost of winning begins to blur the line between victory and defeat. 
 
[Written by MAL Rewrite]","['Action', 'Supernatural', 'Magic', 'Fantasy']","Apr 8, 2012 to Jun 24, 2012",12.0,633594,86,55.0,8.62,https://cdn.myanimelist.net/images/anime/8/41125.jpg,https://myanimelist.net/anime/11741/Fate_Zero_2nd_Season
1535,Death Note,"A shinigami, as a god of death, can kill any person—provided they see their victim's face and write their victim's name in a notebook called a Death Note. One day, Ryuk, bored by the shinigami lifestyle and interested in seeing how a human would use a Death Note, drops one into the human realm. 
 
High school student and prodigy Light Yagami stumbles upon the Death Note and—since he deplores the state of the world—tests the deadly notebook by writing a criminal's name in it. When the criminal dies immediately following his experiment with the Death Note, Light is greatly surprised and quickly recognizes how devastating the power that has fallen into his hands could be.             
 
With this divine capability, Light decides to extinguish all criminals in order to build a new world where crime does not exist and people worship him as a god. Police, however, quickly discover that a serial killer is targeting criminals and, consequently, try to apprehend the culprit. To do this, the Japanese investigators count on the assistance of the best detective in the world: a young and eccentric man known only by the name of L. 
 
[Written by MAL Rewrite]","['Mystery', 'Police', 'Psychological', 'Supernatural', 'Thriller', 'Shounen']","Oct 4, 2006 to Jun 27, 2007",37.0,1871043,1,52.0,8.65,https://cdn.myanimelist.net/images/anime/9/9453.jpg,https://myanimelist.net/anime/1535/Death_Note
2001,Tengen Toppa Gurren Lagann,"Simon and Kamina were born and raised in a deep, underground village, hidden from the fabled surface. Kamina is a free-spirited loose cannon bent on making a name for himself, while Simon is a timid young boy with no real aspirations. One day while excavating the earth, Simon stumbles upon a mysterious object that turns out to be the ignition key to an ancient artifact of war, which the duo dubs Lagann. Using their new weapon, Simon and Kamina fend off a surprise attack from the surface with the help of Yoko Littner, a hot-blooded redhead wielding a massive gun who wanders the world above. 
 
In the aftermath of the battle, the sky is now in plain view, prompting Simon and Kamina to set off on a journey alongside Yoko to explore the wastelands of the surface. Soon, they join the fight against the ""Beastmen,"" humanoid creatures that terrorize the remnants of humanity in powerful robots called ""Gunmen."" Although they face some challenges and setbacks, the trio bravely fights these new enemies alongside other survivors to reclaim the surface, while slowly unraveling a galaxy-sized mystery. 
 
[Written by MAL Rewrite]","['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']","Apr 1, 2007 to Sep 30, 2007",27.0,982090,29,44.0,8.7,https://cdn.myanimelist.net/images/anime/4/5123.jpg,https://myanimelist.net/anime/2001/Tengen_Toppa_Gurren_Lagann
8074,Highschool of the Dead,"It happened suddenly: The dead began to rise and Japan was thrown into total chaos. As these monsters begin terrorizing a high school, Takashi Kimuro is forced to kill his best friend when he gets bitten and joins the ranks of the walking dead. Vowing to protect Rei Miyamoto, the girlfriend of the man he just executed, they narrowly escape their death trap of a school, only to be greeted with a society that has already fallen. 
 
Soon, Takashi and Rei band together with other students on a journey to find their family members and uncover what caused this overwhelming pandemic. Joining them is Saeko Busujima, the beautiful president of the Kendo Club; Kouta Hirano, an otaku with a fetish for firearms; Saya Takagi, the daughter of an influential politician; and Shizuka Marikawa, their hot school nurse. But will the combined strength of these individuals be enough to conquer this undead apocalypse? 
 
[Written by MAL Rewrite]","['Action', 'Horror', 'Supernatural', 'Ecchi', 'Shounen']","Jul 5, 2010 to Sep 20, 2010",12.0,900207,42,2620.0,7.28,https://cdn.myanimelist.net/images/anime/11/78311.jpg,https://myanimelist.net/anime/8074/Highschool_of_the_Dead
20787,Black Bullet,"In the year 2021, a parasitic virus known as ""Gastrea"" infects humans and turns them into monsters. What is left of mankind now lives within the Monolith walls, walls that are made of Varanium, the only material that can hurt Gastrea. 
 
To counter the threat that the Gastrea pose, ""Cursed Children""—female children whose bodies contain trace amounts of the virus which grant them superhuman abilities—officially called Initiators by the Tendo Civil Security, are given partners called Promoters, people who work to guide and protect the young Initiators. These teams of two are sent out on missions to fight the monsters created by the Gastrea virus and keep them at bay.  
 
 Black Bullet  revolves around the team of Enju Aihara, an Initiator, and Satomi Rentaro, a Promoter, as they go on missions to fight the growing threat of Gastrea in their hometown of Tokyo. 
 
[Written by MAL Rewrite]","['Action', 'Sci-Fi', 'Mystery', 'Seinen']","Apr 8, 2014 to Jul 1, 2014",13.0,578570,99,2535.0,7.3,https://cdn.myanimelist.net/images/anime/6/57947.jpg,https://myanimelist.net/anime/20787/Black_Bullet
431,Howl no Ugoku Shiro,"That jumbled piece of architecture, that cacophony of hissing steam and creaking joints, with smoke billowing from it as it moves on its own... That castle is home to the magnificent wizard Howl, infamous for both his magical prowess and for being a womanizer—or so the rumor goes in Sophie Hatter's small town. Sophie, as the plain daughter of a hatmaker, does not expect much from her future and is content with working hard in the shop.  
 
However, Sophie's simple life takes a turn for the exciting when she is ensnared in a disturbing situation, and the mysterious wizard appears to rescue her. Unfortunately, this encounter, brief as it may be, spurs the vain and vengeful Witch of the Waste—in a fit of jealousy caused by a past discord with Howl—to put a curse on the maiden, turning her into an old woman. 
 
In an endeavor to return to normal, Sophie must accompany Howl and a myriad of eccentric companions—ranging from a powerful fire demon to a hopping scarecrow—in his living castle, on a dangerous adventure as a raging war tears their kingdom apart. 
 
[Written by MAL Rewrite]","['Adventure', 'Drama', 'Fantasy', 'Romance']","Nov 20, 2004",1.0,615722,88,41.0,8.71,https://cdn.myanimelist.net/images/anime/5/75810.jpg,https://myanimelist.net/anime/431/Howl_no_Ugoku_Shiro
1575,Code Geass: Hangyaku no Lelouch,"In the year 2010, the Holy Empire of Britannia is establishing itself as a dominant military nation, starting with the conquest of Japan. Renamed to Area 11 after its swift defeat, Japan has seen significant resistance against these tyrants in an attempt to regain independence. 
 
Lelouch Lamperouge, a Britannian student, unfortunately finds himself caught in a crossfire between the Britannian and the Area 11 rebel armed forces. He is able to escape, however, thanks to the timely appearance of a mysterious girl named C.C., who bestows upon him Geass, the ""Power of Kings."" Realizing the vast potential of his newfound ""power of absolute obedience,"" Lelouch embarks upon a perilous journey as the masked vigilante known as Zero, leading a merciless onslaught against Britannia in order to get revenge once and for all. 
 
[Written by MAL Rewrite]","['Action', 'Military', 'Sci-Fi', 'Super Power', 'Drama', 'Mecha', 'School']","Oct 6, 2006 to Jul 29, 2007",25.0,1231546,11,31.0,8.76,https://cdn.myanimelist.net/images/anime/5/50331.jpg,https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch
164,Mononoke Hime,"When an Emishi village is attacked by a fierce demon boar, the young prince Ashitaka puts his life at stake to defend his tribe. With its dying breath, the beast curses the prince's arm, granting him demonic powers while gradually siphoning his life away. Instructed by the village elders to travel westward for a cure, Ashitaka arrives at Tatara, the Iron Town, where he finds himself embroiled in a fierce conflict: Lady Eboshi of Tatara, promoting constant deforestation, stands against Princess San and the sacred spirits of the forest, who are furious at the destruction brought by the humans. As the opposing forces of nature and mankind begin to clash in a desperate struggle for survival, Ashitaka attempts to seek harmony between the two, all the while battling the latent demon inside of him.  Princess Mononoke  is a tale depicting the connection of technology and nature, while showing the path to harmony that could be achieved by mutual acceptance. 
 
[Written by MAL Rewrite]","['Action', 'Adventure', 'Fantasy']","Jul 12, 1997",1.0,656961,77,30.0,8.77,https://cdn.myanimelist.net/images/anime/7/75919.jpg,https://myanimelist.net/anime/164/Mononoke_Hime
